layer,sample_idx,correct
1,31,0
1,32,0
1,33,0
1,34,1
1,35,1
1,36,1
1,37,1
1,38,1
1,39,0
1,40,0
1,41,0
1,42,0
1,43,1
1,44,0
1,45,1
1,46,0
1,47,0
1,48,0
1,49,1
1,50,0
1,51,0
1,52,0
1,53,0
1,54,0
1,55,0
1,56,1
1,57,0
1,58,1
1,59,1
1,60,0
1,61,0
1,62,0
1,63,0
1,64,0
1,65,0
1,66,0
1,67,0
1,68,1
1,69,0
1,70,0
1,71,0
1,72,1
1,73,0
1,74,0
1,75,0
1,76,1
1,77,1
1,78,0
1,79,0
1,80,0
1,81,0
1,82,1
1,83,1
1,84,0
1,85,0
1,86,0
1,87,0
1,88,0
1,89,1
1,90,0
1,91,0
1,92,0
1,93,1
1,94,0
1,95,0
1,96,1
1,97,1
1,98,0
1,99,0
1,100,0
1,101,0
1,102,1
1,103,0
1,104,0
1,105,0
1,106,0
1,107,0
1,108,0
1,109,0
1,110,1
1,111,1
1,112,0
1,113,0
1,114,0
1,115,0
1,116,1
1,117,0
1,118,0
1,119,1
1,120,1
1,121,0
1,122,0
1,123,0
1,124,1
1,125,0
1,126,0
1,127,0
1,128,0
1,129,0
1,130,0
1,131,0
1,132,1
1,133,1
1,134,0
1,135,0
1,136,0
1,137,0
1,138,0
1,139,0
1,140,1
1,141,0
1,142,0
1,143,1
1,144,0
1,145,0
1,146,1
1,147,0
1,148,0
1,149,0
1,150,0
1,151,0
1,152,0
1,153,0
1,154,0
1,155,0
1,156,1
1,157,0
1,158,0
1,159,0
1,160,0
1,161,0
1,162,0
1,163,0
1,164,0
1,165,0
1,166,1
1,167,1
1,168,1
1,169,1
1,170,0
1,171,0
1,172,0
1,173,1
1,174,0
1,175,1
1,176,0
1,177,0
1,178,0
1,179,0
1,180,0
1,181,0
1,182,0
1,183,1
1,184,0
1,185,0
1,186,0
1,187,0
1,188,0
1,189,0
1,190,1
1,191,0
1,192,1
1,193,0
1,194,0
1,195,0
1,196,0
1,197,0
1,198,0
1,199,0
2,0,0
2,1,0
2,2,0
2,3,1
2,4,1
2,5,0
2,6,1
2,7,0
2,8,0
2,9,0
2,10,1
2,11,0
2,12,0
2,13,0
2,14,0
2,15,0
2,16,1
2,17,1
2,18,0
2,19,0
2,20,1
2,21,0
2,22,1
2,23,1
2,24,1
2,25,0
2,26,0
2,27,1
2,28,1
2,29,0
2,30,0
2,31,0
2,32,0
2,33,0
2,34,1
2,35,1
2,36,1
2,37,1
2,38,1
2,39,0
2,40,0
2,41,0
2,42,0
2,43,1
2,44,0
2,45,1
2,46,0
2,47,0
2,48,0
2,49,1
2,50,0
2,51,0
2,52,0
2,53,0
2,54,0
2,55,0
2,56,1
2,57,0
2,58,1
2,59,1
2,60,0
2,61,0
2,62,0
2,63,0
2,64,0
2,65,0
2,66,0
2,67,0
2,68,1
2,69,0
2,70,0
2,71,0
2,72,1
2,73,0
2,74,0
2,75,0
2,76,1
2,77,1
2,78,0
2,79,0
2,80,0
2,81,0
2,82,1
2,83,1
2,84,0
2,85,0
2,86,0
2,87,0
2,88,0
2,89,1
2,90,0
2,91,0
2,92,0
2,93,1
2,94,0
2,95,0
2,96,1
2,97,1
2,98,0
2,99,0
2,100,0
2,101,0
2,102,1
2,103,0
2,104,0
2,105,0
2,106,0
2,107,0
2,108,0
2,109,0
2,110,1
2,111,1
2,112,0
2,113,0
2,114,0
2,115,0
2,116,1
2,117,0
2,118,0
2,119,1
2,120,1
2,121,0
2,122,0
2,123,0
2,124,1
2,125,0
2,126,0
2,127,0
2,128,0
2,129,0
2,130,0
2,131,0
2,132,1
2,133,1
2,134,0
2,135,0
2,136,0
2,137,0
2,138,0
2,139,0
2,140,1
2,141,0
2,142,0
2,143,1
2,144,0
2,145,0
2,146,1
2,147,0
2,148,0
2,149,0
2,150,0
2,151,0
2,152,0
2,153,0
2,154,0
2,155,0
2,156,1
2,157,0
2,158,0
2,159,0
2,160,0
2,161,0
2,162,0
2,163,0
2,164,0
2,165,0
2,166,1
2,167,1
2,168,1
2,169,1
2,170,0
2,171,0
2,172,0
2,173,1
2,174,0
2,175,1
2,176,0
2,177,0
2,178,0
2,179,0
2,180,0
2,181,0
2,182,0
2,183,1
2,184,0
2,185,0
2,186,0
2,187,0
2,188,0
2,189,0
2,190,1
2,191,0
2,192,1
2,193,0
2,194,0
2,195,0
2,196,0
2,197,0
2,198,0
2,199,0
3,0,0
3,1,0
3,2,0
3,3,1
3,4,1
3,5,0
3,6,1
3,7,0
3,8,0
3,9,0
3,10,1
3,11,0
3,12,0
3,13,0
3,14,0
3,15,0
3,16,1
3,17,1
3,18,0
3,19,0
3,20,1
3,21,0
3,22,1
3,23,1
3,24,1
3,25,0
3,26,0
3,27,1
3,28,1
3,29,0
3,30,0
3,31,0
3,32,0
3,33,0
3,34,1
3,35,1
3,36,1
3,37,1
3,38,1
3,39,0
3,40,0
3,41,0
3,42,0
3,43,1
3,44,0
3,45,1
3,46,0
3,47,0
3,48,0
3,49,1
3,50,0
3,51,0
3,52,0
3,53,0
3,54,0
3,55,0
3,56,1
3,57,0
3,58,1
3,59,1
3,60,0
3,61,0
3,62,0
3,63,0
3,64,0
3,65,0
3,66,0
3,67,0
3,68,1
3,69,0
3,70,0
3,71,0
3,72,1
3,73,0
3,74,0
3,75,0
3,76,1
3,77,1
3,78,0
3,79,0
3,80,0
3,81,0
3,82,1
3,83,1
3,84,0
3,85,0
3,86,0
3,87,0
3,88,0
3,89,1
3,90,0
3,91,0
3,92,0
3,93,1
3,94,0
3,95,0
3,96,1
3,97,1
3,98,0
3,99,0
3,100,0
3,101,0
3,102,1
3,103,0
3,104,0
3,105,0
3,106,0
3,107,0
3,108,0
3,109,0
3,110,1
3,111,1
3,112,0
3,113,0
3,114,0
3,115,0
3,116,1
3,117,0
3,118,0
3,119,1
3,120,1
3,121,0
3,122,0
3,123,0
3,124,1
3,125,0
3,126,0
3,127,0
3,128,0
3,129,0
3,130,0
3,131,0
3,132,1
3,133,1
3,134,0
3,135,0
3,136,0
3,137,0
3,138,0
3,139,0
3,140,1
3,141,0
3,142,0
3,143,1
3,144,0
3,145,0
3,146,1
3,147,0
3,148,0
3,149,0
3,150,0
3,151,0
3,152,0
3,153,0
3,154,0
3,155,0
3,156,1
3,157,0
3,158,0
3,159,0
3,160,0
3,161,0
3,162,0
3,163,0
3,164,0
3,165,0
3,166,1
3,167,1
3,168,1
3,169,1
3,170,0
3,171,0
3,172,0
3,173,1
3,174,0
3,175,1
3,176,0
3,177,0
3,178,0
3,179,0
3,180,0
3,181,0
3,182,0
3,183,1
3,184,0
3,185,0
3,186,0
3,187,0
3,188,0
3,189,0
3,190,1
3,191,0
3,192,1
3,193,0
3,194,0
3,195,0
3,196,0
3,197,0
3,198,0
3,199,0
4,0,0
4,1,0
4,2,0
4,3,1
4,4,1
4,5,0
4,6,1
4,7,0
4,8,0
4,9,0
4,10,1
4,11,0
4,12,0
4,13,0
4,14,0
4,15,0
4,16,1
4,17,1
4,18,0
4,19,0
4,20,1
4,21,0
4,22,1
4,23,1
4,24,1
4,25,0
4,26,0
4,27,1
4,28,1
4,29,0
4,30,0
4,31,0
4,32,0
4,33,0
4,34,1
4,35,1
4,36,1
4,37,1
4,38,1
4,39,0
4,40,0
4,41,0
4,42,0
4,43,1
4,44,0
4,45,1
4,46,0
4,47,0
4,48,0
4,49,1
4,50,0
4,51,0
4,52,0
4,53,0
4,54,0
4,55,0
4,56,1
4,57,0
4,58,1
4,59,1
4,60,0
4,61,0
4,62,0
4,63,0
4,64,0
4,65,0
4,66,0
4,67,0
4,68,1
4,69,0
4,70,0
4,71,0
4,72,1
4,73,0
4,74,0
4,75,0
4,76,1
4,77,1
4,78,0
4,79,0
4,80,0
4,81,0
4,82,1
4,83,1
4,84,0
4,85,0
4,86,0
4,87,0
4,88,0
4,89,1
4,90,0
4,91,0
4,92,0
4,93,1
4,94,0
4,95,0
4,96,1
4,97,1
4,98,0
4,99,0
4,100,0
4,101,0
4,102,1
4,103,0
4,104,0
4,105,0
4,106,0
4,107,0
4,108,0
4,109,0
4,110,1
4,111,1
4,112,0
4,113,0
4,114,0
4,115,0
4,116,1
4,117,0
4,118,0
4,119,1
4,120,1
4,121,0
4,122,0
4,123,0
4,124,1
4,125,0
4,126,0
4,127,0
4,128,0
4,129,0
4,130,0
4,131,0
4,132,1
4,133,1
4,134,0
4,135,0
4,136,0
4,137,0
4,138,0
4,139,0
4,140,1
4,141,0
4,142,0
4,143,1
4,144,0
4,145,0
4,146,1
4,147,0
4,148,0
4,149,0
4,150,0
4,151,0
4,152,0
4,153,0
4,154,0
4,155,0
4,156,1
4,157,0
4,158,0
4,159,0
4,160,0
4,161,0
4,162,0
4,163,0
4,164,0
4,165,0
4,166,1
4,167,1
4,168,1
4,169,1
4,170,0
4,171,0
4,172,0
4,173,1
4,174,0
4,175,1
4,176,0
4,177,0
4,178,0
4,179,0
4,180,0
4,181,0
4,182,0
4,183,1
4,184,0
4,185,0
4,186,0
4,187,0
4,188,0
4,189,0
4,190,1
4,191,0
4,192,1
4,193,0
4,194,0
4,195,0
4,196,0
4,197,0
4,198,0
4,199,0
5,0,0
5,1,0
5,2,0
5,3,1
5,4,1
5,5,0
5,6,1
5,7,0
5,8,0
5,9,0
5,10,1
5,11,0
5,12,0
5,13,0
5,14,0
5,15,0
5,16,1
5,17,1
5,18,0
5,19,0
5,20,1
5,21,0
5,22,1
5,23,1
5,24,1
5,25,0
5,26,0
5,27,1
5,28,1
5,29,0
5,30,0
5,31,0
5,32,0
5,33,0
5,34,1
5,35,1
5,36,1
5,37,1
5,38,1
5,39,0
5,40,0
5,41,0
5,42,0
5,43,1
5,44,0
5,45,1
5,46,0
5,47,0
5,48,0
5,49,1
5,50,0
5,51,0
5,52,0
5,53,0
5,54,0
5,55,0
5,56,1
5,57,0
5,58,1
5,59,1
5,60,0
5,61,0
5,62,0
5,63,0
5,64,0
5,65,0
5,66,0
5,67,0
5,68,1
5,69,0
5,70,0
5,71,0
5,72,1
5,73,0
5,74,0
5,75,0
5,76,1
5,77,1
5,78,0
5,79,0
5,80,0
5,81,0
5,82,1
5,83,1
5,84,0
5,85,0
5,86,0
5,87,0
5,88,0
5,89,1
5,90,0
5,91,0
5,92,0
5,93,1
5,94,0
5,95,0
5,96,1
5,97,1
5,98,0
5,99,0
5,100,0
5,101,0
5,102,1
5,103,0
5,104,0
5,105,0
5,106,0
5,107,0
5,108,0
5,109,0
5,110,1
5,111,1
5,112,0
5,113,0
5,114,0
5,115,0
5,116,1
5,117,0
5,118,0
5,119,1
5,120,1
5,121,0
5,122,0
5,123,0
5,124,1
5,125,0
5,126,0
5,127,0
5,128,0
5,129,0
5,130,0
5,131,0
5,132,1
5,133,1
5,134,0
5,135,0
5,136,0
5,137,0
5,138,0
5,139,0
5,140,1
5,141,0
5,142,0
5,143,1
5,144,0
5,145,0
5,146,1
5,147,0
5,148,0
5,149,0
5,150,0
5,151,0
5,152,0
5,153,0
5,154,0
5,155,0
5,156,1
5,157,0
5,158,0
5,159,0
5,160,0
5,161,0
5,162,0
5,163,0
5,164,0
5,165,0
5,166,1
5,167,1
5,168,1
5,169,1
5,170,0
5,171,0
5,172,0
5,173,1
5,174,0
5,175,1
5,176,0
5,177,0
5,178,0
5,179,0
5,180,0
5,181,0
5,182,0
5,183,1
5,184,0
5,185,0
5,186,0
5,187,0
5,188,0
5,189,0
5,190,1
5,191,0
5,192,1
5,193,0
5,194,0
5,195,0
5,196,0
5,197,0
5,198,0
5,199,0
6,0,0
6,1,0
6,2,0
6,3,1
6,4,1
6,5,0
6,6,1
6,7,0
6,8,0
6,9,0
6,10,1
6,11,0
6,12,0
6,13,0
6,14,0
6,15,0
6,16,1
6,17,1
6,18,0
6,19,0
6,20,1
6,21,0
6,22,1
6,23,1
6,24,1
6,25,0
6,26,0
6,27,1
6,28,1
6,29,0
6,30,0
6,31,0
6,32,0
6,33,0
6,34,1
6,35,1
6,36,1
6,37,1
6,38,1
6,39,0
6,40,0
6,41,0
6,42,0
6,43,1
6,44,0
6,45,1
6,46,0
6,47,0
6,48,0
6,49,1
6,50,0
6,51,0
6,52,0
6,53,0
6,54,0
6,55,0
6,56,1
6,57,0
6,58,1
6,59,1
6,60,0
6,61,0
6,62,0
6,63,0
6,64,0
6,65,0
6,66,0
6,67,0
6,68,1
6,69,0
6,70,0
6,71,0
6,72,1
6,73,0
6,74,0
6,75,0
6,76,1
6,77,1
6,78,0
6,79,0
6,80,0
6,81,0
6,82,1
6,83,1
6,84,0
6,85,0
6,86,0
6,87,0
6,88,0
6,89,1
6,90,0
6,91,0
6,92,0
6,93,1
6,94,0
6,95,0
6,96,1
6,97,1
6,98,0
6,99,0
6,100,0
6,101,0
6,102,1
6,103,0
6,104,0
6,105,0
6,106,0
6,107,0
6,108,0
6,109,0
6,110,1
6,111,1
6,112,0
6,113,0
6,114,0
6,115,0
6,116,1
6,117,0
6,118,0
6,119,1
6,120,1
6,121,0
6,122,0
6,123,0
6,124,1
6,125,0
6,126,0
6,127,0
6,128,0
6,129,0
6,130,0
6,131,0
6,132,1
6,133,1
6,134,0
6,135,0
6,136,0
6,137,0
6,138,0
6,139,0
6,140,1
6,141,0
6,142,0
6,143,1
6,144,0
6,145,0
6,146,1
6,147,0
6,148,0
6,149,0
6,150,0
6,151,0
6,152,0
6,153,0
6,154,0
6,155,0
6,156,1
6,157,0
6,158,0
6,159,0
6,160,0
6,161,0
6,162,0
6,163,0
6,164,0
6,165,0
6,166,1
6,167,1
6,168,1
6,169,1
6,170,0
6,171,0
6,172,0
6,173,1
6,174,0
6,175,1
6,176,0
6,177,0
6,178,0
6,179,0
6,180,0
6,181,0
6,182,0
6,183,1
6,184,0
6,185,0
6,186,0
6,187,0
6,188,0
6,189,0
6,190,1
6,191,0
6,192,1
6,193,0
6,194,0
6,195,0
6,196,0
6,197,0
6,198,0
6,199,0
7,0,0
7,1,0
7,2,0
7,3,1
7,4,1
7,5,0
7,6,1
7,7,0
7,8,0
7,9,0
7,10,1
7,11,0
7,12,0
7,13,0
7,14,0
7,15,0
7,16,1
7,17,1
7,18,0
7,19,0
7,20,1
7,21,0
7,22,1
7,23,1
7,24,1
7,25,0
7,26,0
7,27,1
7,28,1
7,29,0
7,30,0
7,31,0
7,32,0
7,33,0
7,34,1
7,35,1
7,36,1
7,37,1
7,38,1
7,39,0
7,40,0
7,41,0
7,42,0
7,43,1
7,44,0
7,45,1
7,46,0
7,47,0
7,48,0
7,49,1
7,50,0
7,51,0
7,52,0
7,53,0
7,54,0
7,55,0
7,56,1
7,57,0
7,58,1
7,59,1
7,60,0
7,61,0
7,62,0
7,63,0
7,64,0
7,65,0
7,66,0
7,67,0
7,68,1
7,69,0
7,70,0
7,71,0
7,72,1
7,73,0
7,74,0
7,75,0
7,76,1
7,77,1
7,78,0
7,79,0
7,80,0
7,81,0
7,82,1
7,83,1
7,84,0
7,85,0
7,86,0
7,87,0
7,88,0
7,89,1
7,90,0
7,91,0
7,92,0
7,93,1
7,94,0
7,95,0
7,96,1
7,97,1
7,98,0
7,99,0
7,100,0
7,101,0
7,102,1
7,103,0
7,104,0
7,105,0
7,106,0
7,107,0
7,108,0
7,109,0
7,110,1
7,111,1
7,112,0
7,113,0
7,114,0
7,115,0
7,116,1
7,117,0
7,118,0
7,119,1
7,120,1
7,121,0
7,122,0
7,123,0
7,124,1
7,125,0
7,126,0
7,127,0
7,128,0
7,129,0
7,130,0
7,131,0
7,132,1
7,133,1
7,134,0
7,135,0
7,136,0
7,137,0
7,138,0
7,139,0
7,140,1
7,141,0
7,142,0
7,143,1
7,144,0
7,145,0
7,146,1
7,147,0
7,148,0
7,149,0
7,150,0
7,151,0
7,152,0
7,153,0
7,154,0
7,155,0
7,156,1
7,157,0
7,158,0
7,159,0
7,160,0
7,161,0
7,162,0
7,163,0
7,164,0
7,165,0
7,166,1
7,167,1
7,168,1
7,169,1
7,170,0
7,171,0
7,172,0
7,173,1
7,174,0
7,175,1
7,176,0
7,177,0
7,178,0
7,179,0
7,180,0
7,181,0
7,182,0
7,183,1
7,184,0
7,185,0
7,186,0
7,187,0
7,188,0
7,189,0
7,190,1
7,191,0
7,192,1
7,193,0
7,194,0
7,195,0
7,196,0
7,197,0
7,198,0
7,199,0
8,0,0
8,1,0
8,2,0
8,3,1
8,4,1
8,5,0
8,6,1
8,7,0
8,8,0
8,9,0
8,10,1
8,11,0
8,12,0
8,13,0
8,14,0
8,15,0
8,16,1
8,17,1
8,18,0
8,19,0
8,20,1
8,21,0
8,22,1
8,23,1
8,24,1
8,25,0
8,26,0
8,27,1
8,28,1
8,29,0
8,30,0
8,31,0
8,32,0
8,33,0
8,34,1
8,35,1
8,36,1
8,37,1
8,38,1
8,39,0
8,40,0
8,41,0
8,42,0
8,43,1
8,44,0
8,45,1
8,46,0
8,47,0
8,48,0
8,49,1
8,50,0
8,51,0
8,52,0
8,53,0
8,54,0
8,55,0
8,56,1
8,57,0
8,58,1
8,59,1
8,60,0
8,61,0
8,62,0
8,63,0
8,64,0
8,65,0
8,66,0
8,67,0
8,68,1
8,69,0
8,70,0
8,71,0
8,72,1
8,73,0
8,74,0
8,75,0
8,76,1
8,77,1
8,78,0
8,79,0
8,80,0
8,81,0
8,82,1
8,83,1
8,84,0
8,85,0
8,86,0
8,87,0
8,88,0
8,89,1
8,90,0
8,91,0
8,92,0
8,93,1
8,94,0
8,95,0
8,96,1
8,97,1
8,98,0
8,99,0
8,100,0
8,101,0
8,102,1
8,103,0
8,104,0
8,105,0
8,106,0
8,107,0
8,108,0
8,109,0
8,110,1
8,111,1
8,112,0
8,113,0
8,114,0
8,115,0
8,116,1
8,117,0
8,118,0
8,119,1
8,120,1
8,121,0
8,122,0
8,123,0
8,124,1
8,125,0
8,126,0
8,127,0
8,128,0
8,129,0
8,130,0
8,131,0
8,132,1
8,133,1
8,134,0
8,135,0
8,136,0
8,137,0
8,138,0
8,139,0
8,140,1
8,141,0
8,142,0
8,143,1
8,144,0
8,145,0
8,146,1
8,147,0
8,148,0
8,149,0
8,150,0
8,151,0
8,152,0
8,153,0
8,154,0
8,155,0
8,156,1
8,157,0
8,158,0
8,159,0
8,160,0
8,161,0
8,162,0
8,163,0
8,164,0
8,165,0
8,166,1
8,167,1
8,168,1
8,169,1
8,170,0
8,171,0
8,172,0
8,173,1
8,174,0
8,175,1
8,176,0
8,177,0
8,178,0
8,179,0
8,180,0
8,181,0
8,182,0
8,183,1
8,184,0
8,185,0
8,186,0
8,187,0
8,188,0
8,189,0
8,190,1
8,191,0
8,192,1
8,193,0
8,194,0
8,195,0
8,196,0
8,197,0
8,198,0
8,199,0
9,0,0
9,1,0
9,2,0
9,3,1
9,4,1
9,5,0
9,6,1
9,7,0
9,8,0
9,9,0
9,10,1
9,11,0
9,12,0
9,13,0
9,14,0
9,15,0
9,16,1
9,17,1
9,18,0
9,19,0
9,20,1
9,21,0
9,22,1
9,23,1
9,24,1
9,25,0
9,26,0
9,27,1
9,28,1
9,29,0
9,30,0
9,31,0
9,32,0
9,33,0
9,34,1
9,35,1
9,36,1
9,37,1
9,38,1
9,39,0
9,40,0
9,41,0
9,42,0
9,43,1
9,44,0
9,45,1
9,46,0
9,47,0
9,48,0
9,49,1
9,50,0
9,51,0
9,52,0
9,53,0
9,54,0
9,55,0
9,56,1
9,57,0
9,58,1
9,59,1
9,60,0
9,61,0
9,62,0
9,63,0
9,64,0
9,65,0
9,66,0
9,67,0
9,68,1
9,69,0
9,70,0
9,71,0
9,72,1
9,73,0
9,74,0
9,75,0
9,76,1
9,77,1
9,78,0
9,79,0
9,80,0
9,81,0
9,82,1
9,83,1
9,84,0
9,85,0
9,86,0
9,87,0
9,88,0
9,89,1
9,90,0
9,91,0
9,92,0
9,93,1
9,94,0
9,95,0
9,96,1
9,97,1
9,98,0
9,99,0
9,100,0
9,101,0
9,102,1
9,103,0
9,104,0
9,105,0
9,106,0
9,107,0
9,108,0
9,109,0
9,110,1
9,111,1
9,112,0
9,113,0
9,114,0
9,115,0
9,116,1
9,117,0
9,118,0
9,119,1
9,120,1
9,121,0
9,122,0
9,123,0
9,124,1
9,125,0
9,126,0
9,127,0
9,128,0
9,129,0
9,130,0
9,131,0
9,132,1
9,133,1
9,134,0
9,135,0
9,136,0
9,137,0
9,138,0
9,139,0
9,140,1
9,141,0
9,142,0
9,143,1
9,144,0
9,145,0
9,146,1
9,147,0
9,148,0
9,149,0
9,150,0
9,151,0
9,152,0
9,153,0
9,154,0
9,155,0
9,156,1
9,157,0
9,158,0
9,159,0
9,160,0
9,161,0
9,162,0
9,163,0
9,164,0
9,165,0
9,166,1
9,167,1
9,168,1
9,169,1
9,170,0
9,171,0
9,172,0
9,173,1
9,174,0
9,175,1
9,176,0
9,177,0
9,178,0
9,179,0
9,180,0
9,181,0
9,182,0
9,183,1
9,184,0
9,185,0
9,186,0
9,187,0
9,188,0
9,189,0
9,190,1
9,191,0
9,192,1
9,193,0
9,194,0
9,195,0
9,196,0
9,197,0
9,198,0
9,199,0
10,0,0
10,1,0
10,2,0
10,3,1
10,4,1
10,5,0
10,6,1
10,7,0
10,8,0
10,9,0
10,10,1
10,11,0
10,12,0
10,13,0
10,14,0
10,15,0
10,16,1
10,17,1
10,18,0
10,19,0
10,20,1
10,21,0
10,22,1
10,23,1
10,24,1
10,25,0
10,26,0
10,27,1
10,28,1
